info: socket.io started
U: 363,	MR/S: 10236,	MS/S: 10236,	MR/S/U: 27.8,	MS/S/U: 27.8,	CPU: 66.8,	Mem: 2.3
U: 365,	MR/S: 10073,	MS/S: 10073,	MR/S/U: 27.2,	MS/S/U: 27.2,	CPU: 66.8,	Mem: 2.3
U: 367,	MR/S: 10181,	MS/S: 10181,	MR/S/U: 27.4,	MS/S/U: 27.4,	CPU: 66.8,	Mem: 2.3
U: 368,	MR/S: 10076,	MS/S: 10076,	MR/S/U: 27,	MS/S/U: 27,	CPU: 66.8,	Mem: 2.3
U: 370,	MR/S: 10265,	MS/S: 10265,	MR/S/U: 27.3,	MS/S/U: 27.3,	CPU: 66.8,	Mem: 2.3
U: 372,	MR/S: 10094,	MS/S: 10094,	MR/S/U: 26.8,	MS/S/U: 26.8,	CPU: 66.8,	Mem: 2.3
U: 375,	MR/S: 10167,	MS/S: 10167,	MR/S/U: 26.7,	MS/S/U: 26.7,	CPU: 66.8,	Mem: 2.3
U: 376,	MR/S: 10149,	MS/S: 10149,	MR/S/U: 26.7,	MS/S/U: 26.7,	CPU: 66.8,	Mem: 2.3
U: 379,	MR/S: 10392,	MS/S: 10392,	MR/S/U: 27,	MS/S/U: 27,	CPU: 66.8,	Mem: 2.0
U: 380,	MR/S: 9923,	MS/S: 9923,	MR/S/U: 25.7,	MS/S/U: 25.7,	CPU: 66.8,	Mem: 2.0
U: 382,	MR/S: 10255,	MS/S: 10255,	MR/S/U: 26.5,	MS/S/U: 26.5,	CPU: 66.8,	Mem: 2.1
U: 384,	MR/S: 10204,	MS/S: 10204,	MR/S/U: 26.2,	MS/S/U: 26.2,	CPU: 66.8,	Mem: 2.1
U: 386,	MR/S: 9966,	MS/S: 9966,	MR/S/U: 25.4,	MS/S/U: 25.4,	CPU: 66.8,	Mem: 2.1
U: 388,	MR/S: 10206,	MS/S: 10206,	MR/S/U: 25.9,	MS/S/U: 25.9,	CPU: 66.8,	Mem: 2.2
U: 391,	MR/S: 10304,	MS/S: 10304,	MR/S/U: 25.9,	MS/S/U: 25.9,	CPU: 66.8,	Mem: 2.2
